Datetime,Global_active_power_min,Global_active_power_mean,Global_active_power_max,Global_reactive_power_min,Global_reactive_power_mean,Global_reactive_power_max,Voltage_min,Voltage_mean,Voltage_max,Global_intensity_min,Global_intensity_mean,Global_intensity_max,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_other,Sub_metering_total
2007-11-02,0.194,1.002501388888889,5.582,0.0,0.06483472222222222,0.294,231.9,239.3489861111111,244.95,0.8,4.202638888888889,23.8,0.0,17.0,0.0,218.0,235.0
2007-11-03,0.194,0.3420486111111111,1.504,0.0,0.06119722222222222,0.316,234.89,240.19050694444445,245.46,0.8,1.4343055555555557,6.4,0.0,17.0,0.0,212.0,229.0
2007-11-04,0.196,1.0317263888888888,5.506,0.0,0.09639027777777777,0.454,231.31,240.20552083333334,246.76,0.8,4.384027777777778,23.4,0.0,17.0,0.0,233.0,250.0
2007-11-05,0.218,1.0420777777777779,3.844,0.0,0.09121527777777777,0.47,229.92,239.65911111111112,245.27,1.0,4.39625,16.0,0.0,32.0,0.0,300.0,332.0
2007-11-06,0.218,1.4460958333333334,5.844,0.0,0.13925416666666668,0.67,229.24,238.70195833333335,246.06,1.0,6.149861111111111,25.0,0.0,11.0,624.0,1101.0,1736.0
2007-11-07,0.216,1.2810819444444446,6.456,0.0,0.1343888888888889,0.542,226.32,239.5649097222222,246.7,1.0,5.481111111111111,28.4,0.0,21.0,0.0,295.0,316.0
2007-11-08,0.224,1.0424027777777778,6.46,0.0,0.09354027777777778,0.506,233.36,240.75264583333333,247.21,1.0,4.435,27.6,0.0,20.0,0.0,242.0,262.0
2007-11-09,0.22,1.5077958333333334,7.046,0.0,0.07864027777777778,0.594,229.24,238.71543749999998,246.16,1.0,6.367222222222222,30.6,0.0,7.0,0.0,246.0,253.0
2007-11-10,0.222,1.813611111111111,6.622,0.0,0.1650361111111111,0.638,227.71,239.11040972222222,245.75,1.0,7.706944444444445,28.4,0.0,20.0,0.0,279.0,299.0
2007-11-11,0.246,1.3105027777777778,9.326,0.0,0.12889583333333335,0.544,229.15,240.26026388888891,245.76,1.0,5.540555555555556,40.8,579.0,19.0,911.0,1650.0,3159.0
2007-11-12,0.242,1.4973236111111112,8.026,0.0,0.09546388888888888,0.652,231.55,239.82559027777776,246.38,1.0,6.271944444444444,34.6,0.0,0.0,0.0,296.0,296.0
2007-11-13,0.222,1.537776388888889,8.848,0.0,0.09788333333333334,0.484,233.37,241.12297916666668,248.21,1.0,6.4534722222222225,37.8,0.0,58.0,0.0,283.0,341.0
2007-11-14,0.226,1.4222180555555555,4.604,0.0,0.0983263888888889,0.612,232.4,239.9460277777778,246.25,1.0,5.9406944444444445,19.6,0.0,21.0,0.0,293.0,314.0
2007-11-15,0.212,1.0361027777777778,4.874,0.0,0.09240694444444444,0.584,230.47,239.98499305555558,247.29,1.0,4.396388888888889,20.4,0.0,19.0,1079.0,240.0,1338.0
2007-11-16,0.224,1.6039958333333333,6.606,0.0,0.08609583333333333,0.616,233.55,240.9835138888889,248.04,1.0,6.718055555555556,27.6,0.0,20.0,0.0,263.0,283.0
2007-11-17,0.216,1.8125652777777779,6.498,0.0,0.1166875,0.836,230.18,240.6034236111111,246.46,0.8,7.598888888888888,27.6,0.0,20.0,634.0,255.0,909.0
2007-11-18,0.222,1.5165680555555556,6.41,0.0,0.11233472222222222,0.76,231.72,242.26045833333333,250.37,1.0,6.3476388888888895,27.4,18.0,30.0,1077.0,2112.0,3237.0
2007-11-19,0.218,1.1969819444444445,6.078,0.0,0.07779861111111111,0.47,233.07,242.76635416666664,250.73,1.0,5.00625,26.0,0.0,20.0,0.0,260.0,280.0
2007-11-20,0.218,1.4554555555555557,6.26,0.0,0.08668888888888888,0.554,232.66,241.33882638888886,247.88,1.0,6.090416666666667,26.6,0.0,20.0,580.0,230.0,830.0
2007-11-21,0.216,1.217398193189715,5.954,0.0,0.09136900625434329,0.476,234.17,241.4967616400278,247.95,1.0,5.114940931202224,25.0,0.0,20.0,0.0,280.0,300.0
2007-11-22,0.22,1.3419291666666666,7.96,0.0,0.09938055555555556,0.65,230.77,241.5650486111111,249.24,0.8,5.65625,34.2,0.0,20.0,0.0,256.0,276.0
2007-11-23,0.214,1.7518180555555556,7.308,0.0,0.09646666666666667,0.5,231.59,240.72236805555556,249.03,1.0,7.340694444444445,31.6,0.0,0.0,0.0,244.0,244.0
2007-11-24,0.214,1.3187875,6.068,0.0,0.10452222222222222,0.672,232.3,241.80274305555557,249.13,1.0,5.512638888888889,26.0,461.0,59.0,0.0,1249.0,1769.0
2007-11-25,0.214,0.9691652777777777,6.456,0.0,0.08526111111111111,0.544,233.79,242.66115972222224,249.76,0.8,4.086666666666667,27.6,0.0,0.0,0.0,261.0,261.0
2007-11-26,0.214,1.0900805555555555,6.34,0.0,0.08128472222222222,0.442,234.58,241.11649305555557,248.93,1.0,4.601388888888889,26.8,0.0,20.0,0.0,256.0,276.0
2007-11-27,0.22,1.9451472222222224,7.212,0.0,0.09721805555555556,0.658,232.4,241.32109722222222,249.35,1.0,8.15625,31.0,0.0,6.0,566.0,265.0,837.0
2007-11-28,0.224,1.1423194444444444,5.75,0.0,0.08016805555555556,0.6,231.77,242.89480555555556,250.57,1.0,4.775555555555556,24.6,0.0,21.0,154.0,308.0,483.0
2007-11-29,0.216,1.194739402362752,5.144,0.0,0.08249478804725503,0.466,234.86,242.73104239054896,250.3,0.8,5.018485059068798,21.6,0.0,20.0,0.0,244.0,264.0
2007-11-30,0.214,1.6192555555555557,7.446,0.0,0.10227777777777777,0.526,236.07,243.48774999999998,249.17,0.8,6.757222222222222,31.4,0.0,10.0,0.0,454.0,464.0
2007-12-01,0.214,2.1770430555555556,7.738,0.0,0.20061944444444443,0.826,230.6,240.2660833333333,247.23,0.8,9.191527777777777,33.6,0.0,20.0,0.0,390.0,410.0
2007-12-02,0.196,2.045963888888889,8.594,0.0,0.22575138888888888,0.79,232.14,240.73000694444445,246.84,0.8,8.618611111111111,36.2,0.0,20.0,154.0,1639.0,1813.0
2007-12-03,0.22,1.2236527777777777,6.33,0.0,0.09160694444444444,0.482,233.02,241.07959027777775,247.99,1.0,5.165555555555556,26.6,0.0,21.0,0.0,437.0,458.0
2007-12-04,0.22,1.4358583333333332,7.448,0.0,0.10070555555555555,0.68,232.81,241.53597916666666,247.42,1.0,6.045138888888889,31.6,0.0,18.0,978.0,262.0,1258.0
2007-12-05,0.242,1.4952222222222222,7.604,0.0,0.1238875,0.602,230.96,241.22788194444445,248.17,1.0,6.348194444444444,32.8,0.0,4.0,0.0,485.0,489.0
2007-12-06,0.222,1.7277319444444446,6.838,0.0,0.11245555555555556,0.526,231.68,239.7100972222222,247.58,1.0,7.337916666666667,29.0,0.0,19.0,0.0,439.0,458.0
2007-12-07,0.222,1.2284833333333334,7.154,0.0,0.10252777777777777,0.58,234.88,240.6710486111111,247.09,1.0,5.157916666666666,30.4,459.0,20.0,0.0,474.0,953.0
2007-12-08,0.222,1.5370861111111112,6.222,0.0,0.10718055555555556,0.504,230.21,239.55993055555555,245.4,1.0,6.508055555555556,26.6,0.0,20.0,0.0,299.0,319.0
2007-12-09,0.214,1.5795722222222222,8.054,0.0,0.1395388888888889,0.832,228.95,239.9150763888889,246.68,0.8,6.701527777777779,34.0,0.0,21.0,0.0,356.0,377.0
2007-12-10,0.214,1.2213569444444443,7.312,0.0,0.08681388888888888,0.552,233.45,241.90383333333335,249.31,0.8,5.174583333333333,30.4,0.0,20.0,0.0,239.0,259.0
2007-12-11,0.214,1.6007666666666664,6.56,0.0,0.09284583333333334,0.494,232.22,241.4602361111111,248.56,0.8,6.7122222222222225,28.4,0.0,16.0,0.0,238.0,254.0
2007-12-12,0.208,1.1028208333333334,5.256,0.0,0.08117083333333333,0.646,233.27,242.47632638888888,248.35,0.8,4.591111111111111,22.4,0.0,0.0,0.0,234.0,234.0
2007-12-13,0.216,1.2831569444444446,6.1,0.0,0.07742361111111111,0.362,231.0,241.82734027777778,247.39,0.8,5.419583333333334,25.8,0.0,20.0,0.0,275.0,295.0
2007-12-14,0.224,1.3713944444444444,9.224,0.0,0.1246875,0.648,232.29,241.9859236111111,248.96,1.0,5.757777777777778,39.8,0.0,33.0,0.0,271.0,304.0
2007-12-15,0.224,1.9006083333333335,8.784,0.0,0.1094625,0.61,228.75,241.28064583333332,248.89,1.0,7.98,38.4,0.0,2.0,364.0,548.0,914.0
2007-12-16,0.216,1.9182069444444443,7.908,0.0,0.08815138888888889,0.64,231.58,242.6849861111111,248.68,0.8,7.992222222222222,34.0,0.0,0.0,0.0,1091.0,1091.0
2007-12-17,0.208,1.2488297428769979,6.796,0.0,0.07303544127866574,0.36,233.44,242.62575399583045,250.3,0.8,5.189437109103545,28.8,0.0,24.0,0.0,228.0,252.0
2007-12-18,0.212,1.8216625,7.226,0.0,0.10005555555555556,0.58,232.88,242.93998611111112,252.14,0.8,7.602083333333334,31.0,0.0,0.0,395.0,221.0,616.0
2007-12-19,0.214,1.5250361111111113,5.892,0.0,0.07592777777777777,0.346,232.51,242.70109722222224,251.65,0.8,6.334444444444444,25.2,0.0,0.0,471.0,641.0,1112.0
2007-12-20,0.206,1.353998611111111,5.552,0.0,0.08294027777777778,0.616,234.24,243.16793750000002,251.17,0.8,5.613333333333333,23.8,0.0,35.0,0.0,845.0,880.0
2007-12-21,0.22,1.3767888888888888,6.486,0.0,0.0739375,0.46,234.45,242.88163194444445,251.0,0.8,5.713749999999999,27.0,0.0,0.0,0.0,258.0,258.0
2007-12-22,0.22,1.8133777777777778,8.526,0.0,0.09813472222222222,0.604,231.89,242.14553472222224,251.28,0.8,7.593472222222222,36.8,0.0,0.0,0.0,235.0,235.0
2007-12-23,0.228,1.67295,9.686,0.0,0.12241111111111111,0.86,230.56,242.5579375,249.91,1.0,6.982777777777779,42.0,100.0,0.0,0.0,721.0,821.0
2007-12-24,0.224,1.56795,6.382,0.0,0.10399583333333333,0.856,233.01,242.6504236111111,251.11,1.0,6.549722222222223,27.0,0.0,37.0,1107.0,266.0,1410.0
2007-12-25,0.224,1.8715055555555555,6.756,0.0,0.105425,0.568,235.87,242.98086805555556,249.3,1.0,7.790972222222222,28.4,0.0,0.0,0.0,960.0,960.0
2007-12-26,0.23,1.7918611111111113,6.394,0.0,0.09744027777777778,0.574,233.79,242.39239583333332,250.78,1.0,7.426111111111111,26.4,0.0,27.0,310.0,1071.0,1408.0
2007-12-27,0.244,1.7584708333333332,7.924,0.0,0.1323486111111111,0.738,229.44,242.1116111111111,249.34,1.0,7.395833333333333,34.4,0.0,0.0,0.0,278.0,278.0
2007-12-28,0.238,2.1618416666666667,9.59,0.0,0.1436111111111111,0.622,231.02,242.28447916666667,249.41,1.0,9.030555555555555,41.2,0.0,39.0,0.0,326.0,365.0
2007-12-29,0.226,2.290941666666667,6.608,0.0,0.13881388888888888,0.66,232.06,240.55066666666667,247.21,1.0,9.56,27.8,0.0,14.0,1083.0,2821.0,3918.0
2007-12-30,0.22,1.777025,7.364,0.0,0.12391388888888889,0.538,230.81,242.0991736111111,251.21,0.8,7.465694444444445,31.2,0.0,24.0,0.0,478.0,502.0
2007-12-31,0.226,1.5392652777777778,6.158,0.0,0.10106666666666667,0.854,230.54,241.09479166666668,248.41,1.0,6.455,26.8,0.0,25.0,0.0,273.0,298.0
2008-01-01,0.226,1.916484722222222,5.686,0.0,0.09896388888888889,0.588,233.46,241.0366736111111,246.65,1.0,7.978611111111111,24.2,0.0,0.0,1074.0,490.0,1564.0
2008-01-02,0.278,1.1417402777777779,5.6,0.0,0.07754583333333333,0.386,234.07,242.41745138888888,249.4,1.2,4.770416666666667,23.6,0.0,28.0,0.0,330.0,358.0
2008-01-03,0.234,1.048686111111111,5.662,0.0,0.08415416666666667,0.586,233.62,243.0774583333333,250.2,1.0,4.401666666666666,24.2,0.0,31.0,0.0,383.0,414.0
2008-01-04,0.228,1.5915638888888888,6.324,0.0,0.09493472222222221,0.688,231.49,241.27338194444442,249.12,1.0,6.715138888888888,26.6,0.0,0.0,550.0,261.0,811.0
2008-01-05,0.226,1.5161444444444445,5.326,0.0,0.08990555555555556,0.444,228.75,238.82294444444443,246.74,1.0,6.446805555555556,22.8,0.0,27.0,0.0,317.0,344.0
2008-01-06,0.22,1.2674888888888889,6.376,0.0,0.08122083333333333,0.414,227.18,239.40729166666668,246.22,1.0,5.390138888888889,28.0,0.0,0.0,1073.0,350.0,1423.0
2008-01-07,0.212,1.177648611111111,5.864,0.0,0.080675,0.432,232.88,240.74393750000002,246.23,0.8,4.915277777777778,24.8,0.0,28.0,0.0,269.0,297.0
2008-01-08,0.212,1.4191319444444443,7.296,0.0,0.08850833333333333,0.494,232.3,240.82180555555558,247.09,0.8,5.99,31.8,0.0,28.0,995.0,259.0,1282.0
2008-01-09,0.214,1.2419722222222223,7.54,0.0,0.08703888888888889,0.568,231.41,241.2586388888889,248.79,0.8,5.231944444444444,32.0,0.0,0.0,0.0,487.0,487.0
2008-01-10,0.224,1.3153305555555557,5.124,0.0,0.08368333333333333,0.464,230.79,240.80713888888891,248.01,1.0,5.5945833333333335,21.8,0.0,0.0,0.0,423.0,423.0
2008-01-11,0.222,1.1845958333333333,4.692,0.0,0.06630833333333333,0.41,233.65,240.41004861111108,247.04,1.0,4.963472222222222,19.8,0.0,0.0,0.0,230.0,230.0
2008-01-12,0.388,1.9940333333333333,8.282,0.0,0.11300277777777777,0.532,228.1,239.96018055555552,247.88,1.8,8.523888888888889,36.4,1.0,0.0,0.0,622.0,623.0
2008-01-13,0.218,2.0025406532314105,6.922,0.0,0.10026268241834607,0.508,230.5,239.75119527449615,246.81,1.0,8.449339819318972,29.2,762.0,0.0,1046.0,2831.0,4639.0
2008-01-14,0.22,1.4062027777777777,8.362,0.0,0.08340972222222222,0.376,228.2,240.29900694444444,248.13,1.0,6.014583333333333,36.6,0.0,0.0,0.0,257.0,257.0
2008-01-15,0.33,1.865911111111111,8.666,0.0,0.07857222222222222,0.566,231.39,240.7094861111111,247.87,1.4,7.891249999999999,36.8,0.0,0.0,340.0,357.0,697.0
2008-01-16,0.32,1.4832305555555554,5.312,0.0,0.08953472222222222,0.64,230.96,240.42214583333333,247.59,1.4,6.319583333333334,22.2,0.0,51.0,0.0,410.0,461.0
2008-01-17,0.312,1.0918625,6.0,0.0,0.08105416666666666,0.508,233.11,241.62799305555555,249.55,1.4,4.6450000000000005,25.6,0.0,54.0,0.0,333.0,387.0
2008-01-18,0.23,1.5187416666666667,5.55,0.0,0.08284027777777778,0.588,232.12,239.93293055555554,246.25,1.0,6.432222222222222,23.6,0.0,52.0,0.0,358.0,410.0
2008-01-19,0.216,1.3752125,6.33,0.0,0.0937375,0.5,233.21,239.60592361111114,246.3,0.8,5.828888888888889,27.0,0.0,0.0,0.0,225.0,225.0
2008-01-20,0.23,1.208588888888889,5.106,0.0,0.09625972222222222,0.912,230.66,239.94454166666668,245.99,1.0,5.148888888888889,22.0,0.0,52.0,0.0,760.0,812.0
2008-01-21,0.324,1.2909708333333334,5.36,0.0,0.085,0.492,231.33,239.56475,246.94,1.4,5.519027777777778,22.8,0.0,44.0,0.0,367.0,411.0
2008-01-22,0.316,1.6145958333333335,8.12,0.0,0.09962638888888888,0.566,229.58,240.09477777777778,247.91,1.4,6.92875,34.8,0.0,54.0,0.0,357.0,411.0
2008-01-23,0.22,1.3071583333333334,5.306,0.0,0.07498888888888888,0.36,232.82,240.90704861111112,247.36,0.8,5.520277777777777,22.4,0.0,12.0,0.0,376.0,388.0
2008-01-24,0.216,1.142376388888889,5.54,0.0,0.07243472222222222,0.34,229.11,240.77922916666668,247.37,0.8,4.887916666666667,24.0,0.0,0.0,0.0,239.0,239.0
2008-01-25,0.32,1.5554555555555558,5.522,0.0,0.08307361111111111,0.638,232.83,240.70544444444445,246.48,1.4,6.544027777777777,23.4,0.0,0.0,0.0,1247.0,1247.0
2008-01-26,0.322,1.9687416666666666,9.666,0.0,0.11695972222222221,0.866,227.27,239.76020833333334,247.79,1.4,8.366666666666667,42.6,0.0,0.0,0.0,602.0,602.0
2008-01-27,0.226,1.6540041666666667,10.162,0.0,0.09774861111111112,0.498,229.16,241.3036736111111,248.73,1.0,6.984861111111112,44.2,0.0,0.0,488.0,1426.0,1914.0
2008-01-28,0.318,1.6029138888888887,4.816,0.0,0.07488611111111111,0.366,231.75,240.46677777777776,247.31,1.4,6.769583333333334,20.2,0.0,18.0,0.0,940.0,958.0
2008-01-29,0.328,1.85835,7.962,0.0,0.08137222222222222,0.46,231.99,240.62310416666668,246.63,1.4,7.8422222222222215,34.0,0.0,0.0,784.0,947.0,1731.0
2008-01-30,0.314,1.1393375,6.134,0.0,0.08088194444444444,0.422,232.72,241.61465277777776,247.0,1.4,4.826388888888889,25.6,0.0,23.0,0.0,1407.0,1430.0
2008-01-31,0.322,1.3568902777777778,6.188,0.0,0.09553888888888888,0.514,231.48,241.88574999999997,250.79,1.4,5.793333333333333,26.0,0.0,0.0,281.0,457.0,738.0
2008-02-01,0.214,1.0657305555555556,6.56,0.0,0.12447916666666667,0.48,234.01,240.36027083333332,245.78,0.8,4.5176388888888885,28.0,0.0,0.0,1076.0,1035.0,2111.0
2008-02-02,0.222,2.040329395413482,8.716,0.0,0.16050590687977762,1.032,227.48,240.29051424600416,246.98,1.0,8.649478804725504,38.2,249.0,0.0,285.0,289.0,823.0
2008-02-03,0.216,1.4476166666666668,5.5,0.0,0.10674166666666667,0.698,229.75,240.34072222222224,247.58,1.0,6.135694444444444,23.4,526.0,41.0,1058.0,1136.0,2761.0
2008-02-04,0.21,1.130651388888889,5.108,0.0,0.07224583333333334,0.48,228.42,240.25520833333334,247.97,0.8,4.777222222222222,21.6,0.0,0.0,0.0,231.0,231.0
2008-02-05,0.216,1.7169833333333335,7.706,0.0,0.10610138888888888,0.62,231.75,240.97691666666668,248.82,0.8,7.2105555555555565,32.8,0.0,39.0,0.0,252.0,291.0
2008-02-06,0.202,1.1594027777777778,5.764,0.0,0.07934722222222222,0.504,224.58,238.41371527777778,249.18,0.8,4.9336111111111105,24.2,0.0,41.0,0.0,259.0,300.0
2008-02-07,0.214,1.0543819444444444,5.796,0.0,0.07549027777777778,0.484,232.44,241.07054861111112,246.46,0.8,4.439305555555555,25.0,0.0,15.0,0.0,238.0,253.0
2008-02-08,0.222,1.3545583333333333,5.364,0.0,0.08270416666666666,0.748,232.38,240.43311805555555,246.85,1.0,5.747222222222222,23.0,0.0,0.0,0.0,593.0,593.0
2008-02-09,0.21,1.4599138888888887,5.912,0.0,0.10036666666666666,0.584,233.71,241.76450694444446,247.35,0.8,6.09,25.0,0.0,7.0,41.0,772.0,820.0
2008-02-10,0.216,1.5171625,6.726,0.0,0.10537222222222221,0.768,228.24,241.2752013888889,247.17,1.0,6.396805555555555,29.0,0.0,34.0,0.0,470.0,504.0
2008-02-11,0.216,1.1750111111111112,5.864,0.0,0.07100416666666666,0.402,234.14,241.69219444444445,248.75,0.8,4.931805555555556,24.6,0.0,0.0,56.0,401.0,457.0
2008-02-12,0.216,1.3804152777777778,5.736,0.0,0.09093472222222222,0.608,230.13,239.50915277777779,248.26,0.8,5.847083333333333,24.8,0.0,0.0,0.0,239.0,239.0
2008-02-13,0.22,1.319790277777778,5.484,0.0,0.08922083333333333,0.664,229.17,241.20309722222223,248.01,0.8,5.5801388888888885,23.6,0.0,30.0,0.0,346.0,376.0
2008-02-14,0.21,1.1143208333333334,5.564,0.0,0.07892083333333333,0.53,231.99,240.76481944444447,247.4,0.8,4.68375,23.6,0.0,37.0,0.0,284.0,321.0
2008-02-15,0.208,1.3925055555555557,6.916,0.0,0.07496666666666667,0.67,231.42,241.89060416666663,248.02,0.8,5.78125,29.4,0.0,0.0,787.0,233.0,1020.0
2008-02-16,0.242,1.6298249999999999,4.92,0.0,0.09652361111111112,0.686,231.21,241.08755555555555,248.02,1.0,6.893888888888889,21.4,0.0,0.0,0.0,539.0,539.0
2008-02-17,0.22,1.3426166666666666,6.116,0.0,0.08338611111111112,0.562,233.3,242.46983333333333,249.45,1.0,5.654444444444445,26.2,0.0,0.0,0.0,940.0,940.0
2008-02-18,0.218,1.0516694444444445,5.916,0.0,0.07081388888888888,0.712,234.27,242.06393055555554,247.6,0.8,4.37625,25.0,0.0,0.0,0.0,279.0,279.0
2008-02-19,0.234,1.477025,5.718,0.0,0.09553333333333335,0.564,232.43,241.01013194444445,247.36,1.0,6.219722222222222,24.2,0.0,3.0,0.0,306.0,309.0
2008-02-20,0.224,1.5651319444444445,8.136,0.0,0.13213055555555556,0.816,231.18,241.66968749999998,248.49,1.0,6.608333333333333,34.6,0.0,0.0,0.0,256.0,256.0
2008-02-21,0.214,1.1346180555555554,5.246,0.0,0.07796805555555555,0.526,232.36,240.7503888888889,247.67,0.8,4.788472222222222,22.4,0.0,0.0,0.0,472.0,472.0
2008-02-22,0.222,1.2031694444444445,6.686,0.0,0.08450555555555556,0.708,234.44,241.43576388888889,246.8,1.0,5.055277777777778,28.6,0.0,0.0,0.0,236.0,236.0
2008-02-23,0.216,1.2753616133518777,7.694,0.0,0.09214464534075104,0.434,229.7,239.67264255910987,245.64,0.8,5.411543810848401,33.4,0.0,0.0,0.0,239.0,239.0
2008-02-24,0.202,0.8770888888888889,4.94,0.0,0.07453611111111111,0.432,232.79,240.37779861111113,246.05,0.8,3.638888888888889,20.6,0.0,0.0,1084.0,258.0,1342.0
2008-02-25,0.204,0.35033888888888887,1.5,0.0,0.06369444444444444,0.34,233.79,239.77600694444445,245.4,0.8,1.4555555555555555,6.4,0.0,0.0,0.0,234.0,234.0
2008-02-26,0.202,0.3521666666666667,1.454,0.0,0.058743055555555555,0.324,231.79,239.5333263888889,245.86,0.8,1.4590277777777778,6.0,0.0,3.0,0.0,221.0,224.0
2008-02-27,0.204,0.39355555555555555,1.52,0.0,0.05983888888888889,0.344,232.79,239.5540208333333,245.66,0.8,1.6341666666666665,6.4,0.0,19.0,508.0,225.0,752.0
2008-02-28,0.204,0.35359999999999997,1.442,0.0,0.05781111111111111,0.348,232.19,239.80427083333336,245.23,0.8,1.4669444444444446,6.0,0.0,0.0,0.0,221.0,221.0
2008-02-29,0.204,0.9259361111111111,3.88,0.0,0.06176944444444444,0.362,227.72,238.03849305555556,243.97,0.8,3.872638888888889,16.6,0.0,35.0,0.0,227.0,262.0
2008-03-01,0.478,0.7929694444444444,4.038,0.0,0.07302638888888889,0.35,233.53,239.4315138888889,245.37,2.0,3.277638888888889,17.0,0.0,16.0,0.0,523.0,539.0
2008-03-02,0.204,0.8071013888888889,5.13,0.0,0.10049305555555556,0.74,231.5,239.74624305555557,244.61,0.8,3.425,21.8,0.0,25.0,163.0,223.0,411.0
2008-03-03,0.488,0.7226041666666666,2.92,0.0,0.07939861111111111,0.346,234.61,240.3519861111111,245.03,2.0,2.9775,12.0,0.0,0.0,0.0,518.0,518.0
2008-03-04,0.218,1.1590208333333334,6.606,0.0,0.07566527777777778,0.354,232.0,241.02641666666665,247.04,0.8,4.867638888888889,28.0,0.0,62.0,0.0,526.0,588.0
2008-03-05,0.21,1.4147277777777778,8.336,0.0,0.09784583333333333,0.454,231.9,241.06524305555556,248.05,0.8,5.970833333333333,35.8,0.0,50.0,0.0,242.0,292.0
2008-03-06,0.22,1.7383388888888889,6.924,0.0,0.07373888888888888,0.346,229.89,240.4292291666667,246.66,0.8,7.214583333333334,29.4,0.0,9.0,348.0,1323.0,1680.0
2008-03-07,0.208,1.2937194444444444,6.686,0.0,0.08985555555555555,0.56,232.25,240.81606944444445,246.59,0.8,5.441666666666666,28.8,0.0,0.0,0.0,226.0,226.0
2008-03-08,0.26,1.5615694444444443,7.224,0.0,0.1646388888888889,0.964,232.82,241.59095138888887,248.68,1.0,6.588333333333334,30.8,486.0,13.0,0.0,414.0,913.0
2008-03-09,0.246,1.083651388888889,5.83,0.0,0.09414861111111111,0.458,231.31,240.74638194444444,247.78,1.0,4.591111111111111,24.6,0.0,0.0,415.0,1409.0,1824.0
2008-03-10,0.218,1.1240875,5.38,0.0,0.08828055555555556,0.488,232.74,241.72734722222222,248.56,0.8,4.7125,23.0,0.0,32.0,0.0,305.0,337.0
2008-03-11,0.216,1.5278069444444444,8.662,0.0,0.10493055555555555,0.74,229.21,240.4241527777778,248.74,0.8,6.466944444444445,37.8,0.0,12.0,424.0,835.0,1271.0
2008-03-12,0.212,1.2321055555555556,5.696,0.0,0.09596805555555554,0.604,231.93,241.05720833333334,247.05,0.8,5.1722222222222225,24.2,0.0,42.0,1089.0,248.0,1379.0
2008-03-13,0.202,1.1635513888888889,7.778,0.0,0.08921805555555555,0.512,226.95,240.802625,246.48,0.8,4.941666666666666,33.8,0.0,0.0,0.0,245.0,245.0
2008-03-14,0.212,1.5348749999999998,6.096,0.0,0.11093611111111111,0.546,232.74,240.62736805555554,247.93,0.8,6.44625,26.0,0.0,9.0,0.0,277.0,286.0
2008-03-15,0.22,1.0946527777777777,5.094,0.0,0.10723055555555557,0.748,232.89,240.19799305555554,246.94,1.0,4.6506944444444445,21.8,0.0,9.0,0.0,258.0,267.0
2008-03-16,0.22,1.2513611111111111,6.728,0.0,0.12059166666666665,0.478,232.42,241.29466666666667,247.03,0.8,5.298333333333334,28.4,0.0,33.0,0.0,1137.0,1170.0
2008-03-17,0.216,1.1853597222222223,5.844,0.0,0.12171805555555555,0.446,232.09,240.8052291666667,246.56,0.8,5.006944444444445,25.0,0.0,0.0,1066.0,255.0,1321.0
2008-03-18,0.216,1.3316430555555556,6.766,0.0,0.10238888888888889,0.748,233.9,241.9289861111111,250.12,0.8,5.571944444444445,29.0,0.0,3.0,0.0,246.0,249.0
2008-03-19,0.214,0.9086444444444445,4.518,0.0,0.09895694444444444,0.484,234.89,242.40221527777777,249.0,0.8,3.825555555555556,18.8,0.0,13.0,0.0,303.0,316.0
2008-03-20,0.216,0.8703291666666667,4.492,0.0,0.08392638888888888,0.412,231.44,241.76258333333334,248.84,0.8,3.6595833333333334,19.2,0.0,0.0,0.0,256.0,256.0
2008-03-21,0.216,1.4350291666666666,8.126,0.0,0.15543333333333334,0.668,232.78,241.36990972222222,248.59,0.8,6.038194444444445,34.2,0.0,29.0,0.0,299.0,328.0
2008-03-22,0.216,1.4260527777777778,6.086,0.0,0.12894444444444444,0.968,228.98,241.61215277777777,250.05,0.8,6.020277777777778,26.0,0.0,66.0,0.0,259.0,325.0
2008-03-23,0.222,1.6152708333333332,7.564,0.0,0.10586527777777778,0.686,232.97,242.65262500000003,249.86,0.8,6.790555555555556,32.4,0.0,0.0,143.0,286.0,429.0
2008-03-24,0.216,1.3722501737317583,6.978,0.0,0.09107018763029882,0.68,231.17,242.70725503822098,249.41,0.8,5.757887421820709,29.6,0.0,10.0,0.0,394.0,404.0
2008-03-25,0.22,1.3999,6.62,0.0,0.08877222222222222,0.564,234.15,242.1382152777778,248.83,1.0,5.870555555555556,28.2,0.0,0.0,0.0,246.0,246.0
2008-03-26,0.218,1.1343555555555556,5.528,0.0,0.0927763888888889,0.916,234.18,242.8097986111111,248.91,0.8,4.763055555555556,23.2,0.0,0.0,0.0,253.0,253.0
2008-03-27,0.214,0.9519597222222222,4.754,0.0,0.0808611111111111,0.354,233.66,242.0955416666667,249.04,0.8,3.9608333333333334,20.0,0.0,22.0,0.0,241.0,263.0
2008-03-28,0.208,1.3093222222222223,5.33,0.0,0.09558333333333333,0.616,233.03,242.32334027777776,248.98,0.8,5.479027777777778,22.8,0.0,0.0,0.0,238.0,238.0
2008-03-29,0.218,1.716076388888889,6.94,0.0,0.121575,0.794,231.16,241.2535486111111,247.47,0.8,7.209305555555555,29.8,0.0,46.0,0.0,268.0,314.0
